StockCode,Description,Degree,PageRank,BetweennessCentrality,Community
23205,CHARLOTTE BAG VINTAGE ALPHABET ,65,0.000384,0.0,1
21545,CERAMIC BIRDHOUSE BUTTERFLY SMALL,5,0.000384,0.0,17
21916,SET 12 RETRO WHITE CHALK STICKS,97,0.000383,0.0,0
21298,EDWARDIAN 2 DRAWER WALL CABINET ,2,0.000383,0.000645,15
21987,PACK OF 6 SKULL PAPER CUPS,52,0.000383,0.0,1
22809,SET OF 6 T-LIGHTS SANTA,53,0.000383,0.0,0
20973,12 PENCIL SMALL TUBE WOODLAND,71,0.000382,0.0,1
85184C,S/4 VALENTINE DECOUPAGE HEART BOX,32,0.000382,0.000645,7
35598B,BLACK CHRISTMAS TREE 60CM,3,0.000382,0.001935,43
84469,ROSE DES PADDED FLOOR CUSHION,5,0.000382,0.001289,15
21376,LARGE  TALL CAMPHOR WOOD TOADSTOOL ,4,0.000381,0.0,32
23165,LARGE CERAMIC TOP STORAGE JAR,49,0.000381,0.0,2
21281,VINTAGE KITCHEN PRINT SEAFOOD,2,0.00038,0.000645,70
37495,FAIRY CAKE BIRTHDAY CANDLE SET,61,0.000379,0.0,1
23526,WALL ART DOG LICENCE ,15,0.000379,0.0,0
22398,MAGNETS PACK OF 4 SWALLOWS,44,0.000379,0.0,4
35648,VINTAGE BEAD PINK PURSE ,3,0.000379,0.00129,62
21378,SMALL TALL CAMPHOR WOOD TOADSTOOL,4,0.000379,0.0,32
22521,CHILDS GARDEN TROWEL PINK,37,0.000378,0.0,9
22877,NUMBER TILE COTTAGE GARDEN 9,4,0.000378,5e-06,14
22531,MAGIC DRAWING SLATE CIRCUS PARADE  ,48,0.000377,0.0,1
22288,"DECORATION , HANGING METAL RABBIT",18,0.000377,0.0,3
22046,TEA PARTY  WRAPPING PAPER ,47,0.000377,0.0,1
17012B,ORIGAMI JASMINE INCENSE/CANDLE SET,2,0.000376,1e-06,38
22878,NUMBER TILE COTTAGE GARDEN No,4,0.000376,0.0,14
22435,SET OF 9 HEART SHAPED BALLOONS,74,0.000376,0.0,1
22870,NUMBER TILE COTTAGE GARDEN 2,4,0.000375,0.0,14
22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,47,0.000374,0.0,1
20996,JAZZ HEARTS ADDRESS BOOK,19,0.000373,0.000645,5
22208,WOOD STAMP SET THANK YOU,22,0.000373,0.0,5
21738,COSY SLIPPER SHOES SMALL  RED ,4,0.000373,0.0,41
23198,PANTRY MAGNETIC  SHOPPING LIST,47,0.000372,0.0,2
85015,SET OF 12  VINTAGE POSTCARD SET,18,0.000372,0.0,5
23306,SET OF 36 DOILIES PANTRY DESIGN,43,0.000372,0.0,2
85227,SET OF 6 3D KIT CARDS FOR KIDS,47,0.000372,0.0,1
23174,REGENCY SUGAR BOWL GREEN,43,0.000371,0.0,2
22989,SET 2 PANTRY DESIGN TEA TOWELS,51,0.00037,0.0,2
22285,"DECORATION HEN ON NEST, HANGING",35,0.00037,0.0,3
21917,SET 12 KIDS  WHITE CHALK STICKS,72,0.00037,0.0,1
21715,GIRLS VINTAGE TIN SEASIDE BUCKET,68,0.00037,0.000333,1
21716,BOYS VINTAGE TIN SEASIDE BUCKET,71,0.00037,0.0,1
22537,MAGIC DRAWING SLATE DINOSAUR,38,0.00037,0.0,1
21811,CHRISTMAS HANGING HEART WITH BELL,36,0.00037,0.0,0
21143,ANTIQUE GLASS HEART DECORATION ,37,0.000369,0.0,0
22454,MEASURING TAPE BABUSHKA RED,23,0.000369,0.003222,6
37446,MINI CAKE STAND WITH HANGING CAKES,65,0.000368,0.0,1
22441,GROW YOUR OWN BASIL IN ENAMEL MUG,68,0.000368,0.0,0
22869,NUMBER TILE COTTAGE GARDEN 1,4,0.000368,1e-06,14
23582,VINTAGE DOILY JUMBO BAG RED ,51,0.000368,0.0,0
21257,VICTORIAN SEWING BOX MEDIUM,83,0.000367,0.0,0
22550,HOLIDAY FUN LUDO,53,0.000367,0.0,1
23350,ROLL WRAP VINTAGE SPOT ,42,0.000367,0.0,0
22465,HANGING METAL STAR LANTERN,80,0.000367,0.0,0
23175,REGENCY MILK JUG PINK ,44,0.000366,0.0,2
79000,MOROCCAN TEA GLASS,76,0.000365,0.0,0
85042,ANTIQUE LILY FAIRY LIGHTS,77,0.000365,0.000645,2
23225,CHERUB HEART DECORATION SILVER ,5,0.000365,0.0,27
21578,WOODLAND DESIGN  COTTON TOTE BAG,43,0.000365,0.0,1
84880,WHITE WIRE EGG HOLDER,73,0.000365,0.0,0
22562,MONSTERS STENCIL CRAFT,47,0.000365,0.0,1
23029,DRAWER KNOB CRACKLE GLAZE GREEN,31,0.000364,0.0,2
23045,PAPER LANTERN 5 POINT STAR MOON ,2,0.000364,0.000645,16
20966,SANDWICH BATH SPONGE,35,0.000363,0.0,2
22603,CHRISTMAS RETROSPOT TREE WOOD,42,0.000363,0.0,0
20735,BLACK MINI TAPE MEASURE ,3,0.000362,0.0,44
21549,CERAMIC BIRDHOUSE RED ROOF SMALL,4,0.000362,0.0,17
17165B,ASS COL LARGE SAND GECKO P'WEIGHT,2,0.000362,0.0,68
23031,DRAWER KNOB CRACKLE GLAZE PINK,28,0.000362,0.000645,2
85194L,HANGING SPRING FLOWER EGG LARGE,17,0.000361,0.0,3
84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,40,0.000361,0.0,0
22576,SWALLOW WOODEN CHRISTMAS DECORATION,36,0.000361,0.0,0
22523,CHILDS GARDEN FORK PINK,33,0.000359,0.0,9
23147,SINGLE ANTIQUE ROSE HOOK IVORY,35,0.000359,0.0,0
22493,PAINT YOUR OWN CANVAS SET,57,0.000359,0.0,1
84687,BEACH HUT SHELF W 3 DRAWERS,4,0.000359,0.0,25
22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,61,0.000359,0.0,0
21107,CREAM SLICE FLANNEL PINK SPOT ,38,0.000357,0.0,2
21244,BLUE POLKADOT PLATE ,54,0.000357,0.0,1
72800E,4 IVORY DINNER CANDLES SILVER FLOCK,28,0.000357,0.001289,0
85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,10,0.000356,0.000645,2
21528,DAIRY MAID TRADITIONAL TEAPOT ,39,0.000356,0.000645,13
20762,GREEN FERN SKETCHBOOK ,8,0.000356,0.0,5
37492A,YELLOW RED FLOWER PIGGY BANK,3,0.000355,0.0,46
85178,VICTORIAN SEWING KIT,51,0.000355,0.0,1
85028L,FRENCH CHATEAU LARGE FRUIT BOWL ,3,0.000354,0.0,51
22675,FRENCH KITCHEN SIGN BLUE METAL,37,0.000354,0.0,2
22628,PICNIC BOXES SET OF 3 RETROSPOT ,65,0.000353,0.0,1
84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,51,0.000353,0.0,0
21407,BROWN CHECK CAT DOORSTOP ,77,0.000353,0.0,0
85030,FRENCH CHATEAU OVAL PLATTER,3,0.000353,0.0,51
90201D,GREEN ENAMEL FLOWER RING,3,0.000353,0.0,53
22491,PACK OF 12 COLOURED PENCILS,54,0.000353,0.0,1
22677,FRENCH BLUE METAL DOOR SIGN 2,35,0.000353,0.0,2
37492D,PURPLE GREEN FLOWER PIGGY BANK,3,0.000353,0.0,46
21355,TOAST ITS - I LOVE YOU ,49,0.000352,0.0,2
21592,RETROSPOT CIGAR BOX MATCHES ,62,0.000352,0.0,0
22674,FRENCH TOILET SIGN BLUE METAL,35,0.000352,0.0,2
46776C,WOVEN FROST CUSHION COVER,2,0.000352,0.0,69
22268,EASTER DECORATION SITTING BUNNY,18,0.000352,0.0,3
23456,MEDIUM PARLOUR PICTURE FRAME ,2,0.000352,0.0,93
20840,FRENCH FLORAL CUSHION COVER ,5,0.000352,0.000645,19
90201A,PURPLE ENAMEL FLOWER RING,3,0.000352,0.0,53
47599A,PINK PARTY BAGS,56,0.000352,0.0,1
90030C,BROWN KUKUI COCONUT SEED NECKLACE,2,0.000352,0.0,85
90030A,SPOTTED WHITE NATURAL SEED NECKLACE,2,0.000352,0.0,85
21115,ROSE CARAVAN DOORSTOP,69,0.000352,0.0,2
22231,JIGSAW TREE WITH BIRDHOUSE,21,0.000351,0.0,3
22292,HANGING CHICK  YELLOW DECORATION,19,0.000351,0.0,3
17165D,ASS COL LARGE SAND FROG P'WEIGHT,2,0.000351,0.0,68
21901,"KEY FOB , BACK DOOR ",69,0.000351,0.0,0
22371,AIRLINE BAG VINTAGE TOKYO 78,72,0.000351,0.0,1
90200A,PURPLE SWEETHEART BRACELET,4,0.000351,0.0,28
84661C,PINK SQUARE TABLE CLOCK,2,0.00035,0.0,81
23352,ROLL WRAP 50'S RED CHRISTMAS ,30,0.00035,0.0,0
84661B,BLACK SQUARE TABLE CLOCK,2,0.00035,0.0,81
46776F,WOVEN ROSE GARDEN CUSHION COVER ,2,0.00035,0.0,69
84797A,PINK HAWAIIAN PICNIC HAMPER FOR 4,3,0.00035,0.0,50
84796A,PINK HAWAIIAN PICNIC HAMPER FOR 2,3,0.00035,0.0,50
23303,SET 4 PICNIC CUTLERY FONDANT,2,0.00035,0.0,95
22732,3D VINTAGE CHRISTMAS STICKERS ,35,0.000349,0.0,0
23457,LARGE PARLOUR PICTURE FRAME,2,0.000349,0.0,93
22066,LOVE HEART TRINKET POT,33,0.000349,0.000645,1
22926,IVORY GIANT GARDEN THERMOMETER,42,0.000349,0.0,2
37492C,GREEN BLUE FLOWER PIGGY BANK,3,0.000349,0.0,46
20734,SILVER MINI TAPE MEASURE ,3,0.000349,0.0,44
21300,ANTIQUE EDWARDIAN DRESSER,2,0.000349,0.00129,15
90200C,BLUE SWEETHEART BRACELET,4,0.000349,0.0,28
85230A,OPIUM SCENTED VOTIVE CANDLE,4,0.000349,0.0,37
72755D,FLOWER FAIRY OIL BURNER SET SUMMER,1,0.000348,0.0,123
84926F,PSYCHEDELIC TILE COASTER,1,0.000348,0.0,162
84926D,LA PALMIERA TILE COASTER,1,0.000348,0.0,162
90200E,GREEN SWEETHEART BRACELET,4,0.000348,0.0,28
51020A,SUMMER FUN DESIGN SHOWER CAP,1,0.000348,0.0,142
21256,"FRENCH BOTTLE, BRASSERIE DES ARTIST",1,0.000348,0.0,105
21255,"FRENCH BOTTLE , LAVENDER",1,0.000348,0.0,105
84877D,BLUE ROUND COMPACT MIRROR,1,0.000348,0.0,140
84876D,BLUE HEART COMPACT MIRROR,1,0.000348,0.0,140
90198A,VINTAGE ROSE BEAD BRACELET RASPBERR,1,0.000348,0.0,141
90198B,VINTAGE ROSE BEAD BRACELET BLACK,1,0.000348,0.0,141
51020B,STRIPY DESIGN SHOWER CAP,1,0.000348,0.0,142
23522,WALL ART DOG AND BALL ,1,0.000348,0.0,173
23521,WALL ART CAT AND BIRD ,1,0.000348,0.0,173
84509F,SET OF 4 NEW ENGLAND PLACEMATS,1,0.000348,0.0,131
17096,ASSORTED LAQUERED INCENSE HOLDERS,1,0.000348,0.0,129
90209C,PINK ENAMEL+GLASS HAIR COMB,1,0.000348,0.0,139
90209B,GREEN ENAMEL+GLASS HAIR COMB,1,0.000348,0.0,139
84510F,SET OF 4 NEW ENGLAND COASTERS ,1,0.000348,0.0,131
35160,BUDDHA INCENSE HOLDER ASSORTED,1,0.000348,0.0,129
22765,NEWSPAPER STAND,1,0.000348,0.0,164
22769,CHALKBOARD KITCHEN ORGANISER,1,0.000348,0.0,164
22838,3 TIER CAKE TIN RED AND CREAM,53,0.000348,0.0,2
44234,ASSORTED CIRCULAR MOBILE,1,0.000348,0.0,137
21637,ASSORTED SANSKRIT MINI NOTEBOOK,1,0.000348,0.0,133
44235,ASS COL CIRCLE MOBILE ,1,0.000348,0.0,137
21634,ASSORTED MINI MADRAS NOTEBOOK,1,0.000348,0.0,133
84569C,PACK 4 FLOWER/BUTTERFLY PATCHES,1,0.000348,0.0,135
90200B,BLACK SWEETHEART BRACELET,4,0.000348,0.0,28
85203,HANGING WOOD AND FELT BUTTERFLY ,1,0.000348,0.0,143
85204,HANGING WOOD AND FELT FLOWER,1,0.000348,0.0,143
20704,MR ROBOT SOFT TOY,1,0.000348,0.0,127
20705,MRS ROBOT SOFT TOY,1,0.000348,0.0,127
84637,KITCHEN FLOWER POTS WALL PLAQUE,1,0.000348,0.0,144
84638,SMALL KITCHEN FLOWER POTS PLAQUE,1,0.000348,0.0,144
84563A,PINK & WHITE BREAKFAST TRAY,1,0.000348,0.0,145
79337,BLUE FLOCK GLASS CANDLEHOLDER,1,0.000348,0.0,126
79336,LIGHT PINK FLOCK GLASS CANDLEHOLDER,1,0.000348,0.0,126
84563B,BLUE & WHITE BREAKFAST TRAY,1,0.000348,0.0,145
21944,KITTENS DESIGN FLANNEL,1,0.000348,0.0,119
21945,STRAWBERRIES  DESIGN FLANNEL ,1,0.000348,0.0,119
85131A,BEADED PEARL HEART WHITE ON STICK,1,0.000348,0.0,148
85131D,BEADED CRYSTAL HEART PINK ON STICK,1,0.000348,0.0,148
84931B,BLUE SCOTTIE DOG W FLOWER PATTERN,1,0.000348,0.0,147
84931A,PINK SCOTTIE DOG W FLOWER PATTERN,1,0.000348,0.0,147
21427,SKULLS STORAGE BOX SMALL,1,0.000348,0.0,121
84797B,BLUE SAVANNAH PICNIC HAMPER FOR 4,3,0.000348,0.0,50
21425,SKULLS STORAGE BOX LARGE,1,0.000348,0.0,121
72755C,FLOWER FAIRY OIL BURNER SET ROSE,1,0.000348,0.0,123
72131,COLUMBIAN CANDLE RECTANGLE,1,0.000348,0.0,122
72127,COLUMBIAN CANDLE ROUND ,1,0.000348,0.0,122
84569D,PACK 6 HEART/ICE-CREAM PATCHES,1,0.000348,0.0,146
84569A,PACK 3 IRON ON DOG PATCHES,1,0.000348,0.0,146
85159B,"WHITE TEA,COFFEE,SUGAR JARS",1,0.000348,0.0,167
17090D,VANILLA INCENSE 40 CONES IN TIN,1,0.000348,0.0,113
22954,HEN PARTY CORDON BARRIER TAPE,1,0.000348,0.0,166
22953,BIRTHDAY PARTY CORDON BARRIER TAPE,1,0.000348,0.0,166
85160A,WHITE BIRD GARDEN DESIGN MUG,1,0.000348,0.0,116
85028S,FRENCH CHATEAU SMALL FRUITBOWL,3,0.000348,0.0,51
84507B,STRIPES DESIGN MONKEY DOLL,1,0.000348,0.0,117
85159A,"BLACK TEA,COFFEE,SUGAR JARS",1,0.000348,0.0,167
85212,MINI PAINTED GARDEN DECORATION ,1,0.000348,0.0,115
85213,MINI  ZINC GARDEN DECORATIONS ,1,0.000348,0.0,115
21307,SET/4 BUTTERFLY MIRROR MAGNETS,1,0.000348,0.0,114
21306,SET/4 DAISY MIRROR MAGNETS,1,0.000348,0.0,114
17090A,LAVENDER INCENSE 40 CONES IN TIN,1,0.000348,0.0,113
17084P,DRAGONS BLOOD INCENSE,1,0.000348,0.0,151
17084N,FAIRY DREAMS INCENSE ,1,0.000348,0.0,151
84507C,BLUE CIRCLES DESIGN MONKEY DOLL,1,0.000348,0.0,117
85160B,BLACK BIRD GARDEN DESIGN MUG,1,0.000348,0.0,116
90160C,TURQ+RED BOUDICCA LARGE BRACELET,2,0.000348,1e-06,23
84531A,PINK KNITTED EGG COSY,1,0.000348,0.0,168
23125,6PC WOOD PLATE SET DISPOSABLE,1,0.000348,0.0,172
23124,18PC WOODEN CUTLERY SET DISPOSABLE,1,0.000348,0.0,172
20898,VINTAGE NOTEBOOK TRAVELOGUE,1,0.000348,0.0,110
84913B,MINT GREEN ROSE TOWEL,1,0.000348,0.0,159
84913A,SOFT PINK ROSE TOWEL ,1,0.000348,0.0,159
84360,TABLE LAMP WHITE SHADE WOOD BASE,1,0.000348,0.0,102
84358,FLOOR LAMP SHADE WOOD BASE,1,0.000348,0.0,102
16169P,WRAP GREEN RUSSIAN FOLKART ,1,0.000348,0.0,158
16169N,WRAP BLUE RUSSIAN FOLKART,1,0.000348,0.0,158
62096A,PINK/YELLOW FLOWERS HANDBAG,1,0.000348,0.0,152
62096B,PURPLE/TURQ FLOWERS HANDBAG,1,0.000348,0.0,152
84531B,BLUE KNITTED EGG COSY,1,0.000348,0.0,168
17109D,FLOWER FAIRY INCENSE BOUQUET,1,0.000348,0.0,112
22548,HEADS AND TAILS SPORTING FUN,51,0.000348,0.0,1
90201C,RED ENAMEL FLOWER RING,3,0.000348,0.0,53
17109A,FLOWER FAIRY INCENSE LILY,1,0.000348,0.0,112
20897,VINTAGE NOTEBOOK PARIS DAYS,1,0.000348,0.0,110
21368,MIRRORED WALL ART LADIES,1,0.000348,0.0,154
21367,MIRRORED WALL ART GENTS,1,0.000348,0.0,154
84804A,CREAM DELPHINIUM ARTIFICIAL FLOWER,1,0.000348,0.0,157
84984C,ORIENTAL BLUE CUSHION COVER ,1,0.000348,0.0,111
84984D,ORIENTAL RED CUSHION COVER ,1,0.000348,0.0,111
85163B,BLACK BAROQUE WALL CLOCK ,1,0.000348,0.0,156
85163A,WHITE BAROQUE WALL CLOCK ,1,0.000348,0.0,156
84804B,BLUE DELPHINIUM ARTIFICIAL FLOWER,1,0.000348,0.0,157
79144C,PAINTED LIGHTBULB RAINBOW DESIGN,1,0.000348,0.0,134
79144B,PAINTED LIGHTBULB STAR+ MOON,1,0.000348,0.0,134
84569B,PACK 3 FIRE ENGINE/CAR PATCHES,1,0.000348,0.0,135
82616B,FRAPPUCINO SCARF KNITTING KIT,1,0.000348,0.0,163
82616C,MIDNIGHT GLAMOUR SCARF KNITTING KIT,1,0.000348,0.0,163
23305,SET 4 PICNIC CUTLERY BLUEBERRY,2,0.000348,0.0,95
21041,RED RETROSPOT OVEN GLOVE DOUBLE,60,0.000347,0.0,1
23511,EMBROIDERED RIBBON REEL EMILY ,12,0.000347,0.003218,10
23304,SET 4 PICNIC CUTLERY CHERRY ,2,0.000347,0.0,95
21741,COSY SLIPPER SHOES LARGE GREEN,4,0.000346,0.00129,41
22842,BISCUIT TIN VINTAGE RED,50,0.000346,0.0,2
22713,CARD I LOVE LONDON ,41,0.000346,0.0,1
47580,TEA TIME DES TEA COSY,50,0.000346,0.0,1
23566,EGG CUP MILKMAID HEIDI,2,0.000346,0.0,59
90200D,PINK SWEETHEART BRACELET,4,0.000345,0.0,28
84796B,BLUE SAVANNAH PICNIC HAMPER FOR 2,3,0.000345,0.0,50
84661A,WHITE SQUARE TABLE CLOCK,2,0.000345,0.0,81
22361,GLASS JAR DAISY FRESH COTTON WOOL,31,0.000345,0.0,4
23333,IVORY WICKER HEART MEDIUM,31,0.000345,0.000645,0
20674,GREEN POLKADOT BOWL,46,0.000344,0.0,1
85049G,CHOCOLATE BOX RIBBONS ,50,0.000344,0.0,0
20756,GREEN FERN POCKET BOOK,3,0.000344,0.0,5
23332,IVORY WICKER HEART LARGE,40,0.000344,0.0,0
22360,GLASS JAR ENGLISH CONFECTIONERY,44,0.000344,0.000644,4
46776B,WOVEN BERRIES CUSHION COVER ,2,0.000344,0.0,69
23455,SMALL PARLOUR PICTURE FRAME,2,0.000344,0.0,93
84952B,BLACK LOVE BIRD T-LIGHT HOLDER,3,0.000343,0.00129,6
22592,CARDHOLDER HOLLY WREATH METAL,44,0.000343,0.0,0
22518,CHILDS GARDEN BRUSH BLUE,30,0.000343,0.0,9
23565,EGG CUP MILKMAID HELGA ,2,0.000343,0.0,59
23517,EMBROIDERED RIBBON REEL REBECCA ,10,0.000341,0.0,10
85230G,ORANGE VOTIVE CANDLE,4,0.000341,0.0,37
90201B,BLACK ENAMEL FLOWER RING,3,0.000341,0.0,53
20733,GOLD MINI TAPE MEASURE ,3,0.000341,0.0,44
23516,EMBROIDERED RIBBON REEL SOPHIE  ,9,0.000341,0.0,10
90030B,RED KUKUI COCONUT SEED NECKLACE,2,0.000341,0.0,85
22725,ALARM CLOCK BAKELIKE CHOCOLATE,62,0.000341,0.0,2
21875,KINGS CHOICE MUG,45,0.000341,0.0,2
20738,GREEN MINI TAPE MEASURE ,3,0.00034,0.0,44
23513,EMBROIDERED RIBBON REEL SUSIE ,10,0.00034,0.0,10
85230E,STRAWBRY SCENTED VOTIVE CANDLE,4,0.00034,0.0,37
23129,HEART SHAPED HOLLY WREATH,34,0.00034,0.0,0
21899,"KEY FOB , GARAGE DESIGN",59,0.000339,0.0,0
84666,SQUARE CHERRY BLOSSOM CABINET,21,0.000339,0.0,3
21614,SET OF 12 ROSE BOTANICAL T-LIGHTS,24,0.000339,0.0,7
22024,RAINY LADIES BIRTHDAY CARD,38,0.000338,0.0,1
22868,NUMBER TILE COTTAGE GARDEN 0 ,3,0.000338,0.0,14
22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,31,0.000338,0.0,1
22378,WALL TIDY RETROSPOT ,62,0.000338,0.0,1
85027L,FRENCH CHATEAU LARGE PLATTER ,3,0.000338,0.0,51
72351A,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,43,0.000338,0.0,6
22103,MIRROR MOSAIC T-LIGHT HOLDER ROUND,2,0.000338,0.0,34
20771,CHRYSANTHEMUM  JOURNAL,7,0.000337,0.0,5
85230F,JASMINE VOTIVE CANDLE,5,0.000337,0.002579,37
21243,PINK  SPOTTY PLATE ,52,0.000337,0.0,1
85230B,CINNAMON SCENTED VOTIVE CANDLE,4,0.000336,0.0,37
23525,WALL ART BUFFALO BILL ,10,0.000336,0.0,0
22334,DINOSAUR PARTY BAG + STICKER SET,39,0.000336,0.0,1
22798,ANTIQUE GLASS DRESSING TABLE POT,56,0.000336,0.0,0
37492B,BLUE YELLOW FLOWER PIGGY BANK,3,0.000336,0.0,46
23404,HOME SWEET HOME BLACKBOARD,22,0.000336,0.0,0
23514,EMBROIDERED RIBBON REEL SALLY ,9,0.000335,0.0,10
21718,RED METAL BEACH SPADE ,55,0.000335,0.00031,1
22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,37,0.000334,0.0,2
21896,POTTING SHED TWINE,29,0.000334,0.000645,0
22711,WRAP CIRCUS PARADE,27,0.000334,0.0,1
17012F,ORIGAMI SANDLEWOOD INCENSE/CAND SET,2,0.000334,0.0,38
21207,SKULL AND CROSSBONES  GARLAND ,28,0.000334,0.0,1
22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,69,0.000333,0.0,1
85068,CREAM SWEETHEART SHELF + HOOKS,50,0.000333,0.0,0
21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,67,0.000333,0.0,1
22669,RED BABY BUNTING ,81,0.000333,0.0,0
22895,SET OF 2 TEA TOWELS APPLE AND PEARS,51,0.000332,0.0,1
21911,GARDEN METAL SIGN ,45,0.000332,0.0,0
17164B,ASS COL SMALL SAND GECKO P'WEIGHT,2,0.000332,0.0,68
23554,LANDMARK FRAME OXFORD STREET,6,0.000331,0.000644,0
20759,CHRYSANTHEMUM POCKET BOOK ,3,0.000331,0.0,5
20761,BLUE PAISLEY SKETCHBOOK,7,0.000331,0.0,5
21876,POTTERING MUG,66,0.000331,0.0,2
90161C,ANT COPPER LIME BOUDICCA BRACELET,2,0.00033,0.0,23
85206B,PINK FELT EASTER EGG BASKET,29,0.00033,0.0,3
21905,MORE BUTTER METAL SIGN ,30,0.00033,0.0,2
22514,CHILDS GARDEN SPADE BLUE,27,0.00033,0.0,9
23515,EMBROIDERED RIBBON REEL DAISY ,9,0.00033,0.0,10
22876,NUMBER TILE COTTAGE GARDEN 8,3,0.00033,0.0,14
17012C,ORIGAMI LAVENDER INCENSE/CANDL SET ,2,0.000329,0.0,38
90161D,ANT COPPER PINK BOUDICCA BRACELET,2,0.000329,0.0,23
84664,CHERRY BLOSSOM BATHROOM CABINET,21,0.000329,0.000645,3
22320,BIRDS MOBILE VINTAGE DESIGN,30,0.000329,0.0,1
84030E,ENGLISH ROSE HOT WATER BOTTLE,58,0.000328,0.0,0
79067,CORONA MEXICAN TRAY,58,0.000328,0.0,2
22678,FRENCH BLUE METAL DOOR SIGN 3,30,0.000328,0.0,2
22519,CHILDS GARDEN BRUSH PINK,28,0.000327,0.0,9
21466,RED FLOWER CROCHET FOOD COVER,34,0.000327,0.0,7
22089,PAPER BUNTING VINTAGE PAISLEY,76,0.000327,0.0,1
85061W,WHITE JEWELLED HEART DECORATION,55,0.000327,0.0,0
22047,EMPIRE GIFT WRAP,41,0.000326,0.0,1
85170D,SET/6 PINK BIRD T-LIGHT CANDLES,2,0.000326,0.000645,22
23042,PAPER LANTERN 7 POINT SNOW STAR,2,0.000326,0.00129,16
21068,VINTAGE BILLBOARD LOVE/HATE MUG,32,0.000326,0.0,2
23407,SET OF 2 TRAYS HOME SWEET HOME,18,0.000326,0.000645,0
79190A,RETRO PLASTIC 70'S TRAY,23,0.000325,0.0,2
21313,GLASS HEART T-LIGHT HOLDER ,57,0.000325,0.0,0
23035,DRAWER KNOB CERAMIC IVORY,29,0.000324,0.0,2
21206,STRAWBERRY HONEYCOMB  GARLAND ,33,0.000324,0.0,1
21318,GLASS CHALICE BLUE SMALL ,2,0.000324,0.000645,35
22522,CHILDS GARDEN FORK BLUE ,29,0.000324,0.0,9
21878,PACK OF 6 SANDCASTLE FLAGS ASSORTED,62,0.000324,0.0,1
84625A,PINK NEW BAROQUECANDLESTICK CANDLE,2,0.000323,0.000645,73
22374,AIRLINE BAG VINTAGE JET SET RED,57,0.000323,0.0,1
21163,DO NOT TOUCH MY STUFF DOOR HANGER ,18,0.000323,0.0,2
22187,GREEN CHRISTMAS TREE CARD HOLDER,48,0.000323,0.0,0
23553,LANDMARK FRAME CAMDEN TOWN ,6,0.000323,0.001933,0
84580,MOUSE TOY WITH PINK T-SHIRT,45,0.000322,0.000645,1
23238,SET OF 4 KNICK KNACK TINS LONDON ,35,0.000321,0.0,1
22119,PEACE WOODEN BLOCK LETTERS,51,0.00032,0.0,0
21590,KINGS CHOICE CIGAR BOX MATCHES ,39,0.00032,0.0,0
22679,FRENCH BLUE METAL DOOR SIGN 4,24,0.000319,0.0,2
21491,SET OF THREE VINTAGE GIFT WRAPS,29,0.000319,0.000645,0
21550,CERAMIC BIRDHOUSE CRESTED TIT LARGE,4,0.000319,0.000645,17
23557,LANDMARK FRAME BAKER STREET ,5,0.000319,0.0,0
21847,GREEN  DIAMANTE PEN IN GIFT BOX,2,0.000319,0.0,31
23082,SET 6 PAPER TABLE LANTERN HEARTS ,56,0.000318,0.0,0
21714,CITRONELLA CANDLE GARDEN POT,55,0.000318,0.0,0
21361,LOVE LARGE WOOD LETTERS ,49,0.000318,0.0,0
22818,CARD CHRISTMAS VILLAGE,29,0.000318,0.000644,0
22992,REVOLVER WOODEN RULER ,39,0.000318,0.000645,1
23286,BLUE VINTAGE SPOT BEAKER,33,0.000318,0.0,2
22755,SMALL PURPLE BABUSHKA NOTEBOOK ,41,0.000318,0.0,6
21981,PACK OF 12 WOODLAND TISSUES ,44,0.000317,0.0,1
15060B,FAIRY CAKE DESIGN UMBRELLA,60,0.000316,0.0,1
20978,36 PENCILS TUBE SKULLS,61,0.000316,0.0,1
23171,REGENCY TEA PLATE GREEN ,34,0.000316,0.0,2
22682,FRENCH BLUE METAL DOOR SIGN 7,24,0.000316,0.0,2
82607A,GLASS BONBON JAR PARFUME AUX FLEURE,4,0.000316,0.00129,4
23558,LANDMARK FRAME LONDON BRIDGE ,5,0.000316,0.0,0
37500,TEA TIME TEAPOT IN GIFT BOX,38,0.000316,0.0,1
84875D,BLUE SQUARE COMPACT MIRROR,20,0.000315,0.0,3
79190B,RETRO PLASTIC POLKA TRAY,23,0.000315,0.0,2
21851,LILAC DIAMANTE PEN IN GIFT BOX,2,0.000315,0.0,31
79190D,RETRO PLASTIC DAISY TRAY,22,0.000315,0.0,2
23518,EMBROIDERED RIBBON REEL RACHEL ,9,0.000315,0.0,10
85222,ASSORTED COLOUR SILK COSMETIC PURSE,3,0.000314,0.00129,67
22680,FRENCH BLUE METAL DOOR SIGN 5,24,0.000314,0.0,2
