StockCode,Description,Category,TotalRevenue,TotalQty,NumInvoices,NumCustomers,AvgPrice,MaxPrice,RevenueRank,IsSingleCustomerProduct
84795D,SEASIDE STRIPE HAMMOCK,Home Decor,1387.0499,179,73,53,7.9089036,7.95,1968,0
84819,DANISH ROSE ROUND SEWING BOX,Home Decor,1385.29,913,94,82,2.952268,4.25,1969,0
22093,MOTORING TISSUE BOX,Home Decor,1385.1599,2344,247,179,0.7935632,2.46,1970,0
21278,VINTAGE KITCHEN PRINT PUDDINGS,Kitchen,1382.85,2707,70,63,2.4861112,2.55,1971,0
23528,WALL ART SPACEBOY,Signs,1381.38,462,34,30,3.6267645,3.75,1972,0
85170A,SET/6 IVORY BIRD T-LIGHT CANDLES,Lighting,1380.42,800,62,45,1.9685714,2.1,1973,0
85180A,RED HEARTS LIGHT CHAIN ,Lighting,1377.53,553,66,60,3.731194,9.13,1974,0
23546,WRAP PAISLEY PARK ,Cards/Gift,1375.5,3275,120,106,0.42,0.42,1975,0
21675,BUTTERFLIES STICKERS,Cards/Gift,1372.6101,1613,160,124,0.8774097,1.63,1976,0
21579,LOLITA  DESIGN  COTTON TOTE BAG,Bags,1371.65,973,91,80,2.1529703,2.25,1977,0
23086,ZINC  STAR T-LIGHT HOLDER ,Lighting,1371.54,1194,36,31,1.232973,1.25,1978,0
23348,CHILDRENS TOY COOKING UTENSIL SET,Home Decor,1371.48,680,122,95,2.070866,2.08,1979,0
22682,FRENCH BLUE METAL DOOR SIGN 7,Signs,1370.61,1096,138,84,1.2582734,2.46,1980,0
20766,GARDEN PATH SKETCHBOOK,Stationery,1368.48,481,123,100,3.6867938,7.46,1981,0
20768,GREEN FERN JOURNAL ,Home Decor,1368.01,706,117,98,2.4700835,4.96,1982,0
22050,PINK PAISLEY ROSE GIFT WRAP,Cards/Gift,1364.5,3325,115,100,0.41862068,0.42,1983,0
22396,MAGNETS PACK OF 4 RETRO PHOTO,Frames,1364.5,1850,159,122,0.8373809,2.46,1984,0
85116,BLACK CANDELABRA T-LIGHT HOLDER,Lighting,1362.86,1365,52,40,1.3744261,2.1,1985,0
21532,DAIRY MAID SUGAR JAM BOWL,Kitchen,1362.6,1374,76,58,2.0831249,2.1,1986,0
21289,LARGE STRIPES CHOCOLATE GIFT BAG,Bags,1360.15,1291,60,52,1.1654687,1.25,1987,0
84965B,BLUE KASHMIRI COFFEE TABLE ,Kitchen,1359.95,27,4,3,62.4875,129.95,1988,0
22099,CARAVAN SQUARE TISSUE BOX,Home Decor,1359.48,2046,214,168,0.8700425,2.46,1989,0
23250,VINTAGE RED TRIM ENAMEL BOWL ,Kitchen,1358.59,1103,89,64,1.2476405,1.25,1990,0
85071A,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,Signs,1357.06,1846,124,106,1.2097657,2.95,1991,0
22068,BLACK PIRATE TREASURE CHEST,Home Decor,1356.87,955,179,111,1.5413088,1.65,1992,0
21576,LETS GO SHOPPING COTTON TOTE BAG,Bags,1356.17,611,144,118,2.2697299,4.96,1993,0
23104,IVORY CAFE HANGING LAMP ,Lighting,1355.5,116,44,38,12.309091,12.5,1994,0
21395,BLUE POLKADOT BEAKER ,Home Decor,1354.08,2944,100,79,0.7417647,1.95,1995,0
21190,PINK HEARTS PAPER GARLAND,Stationery,1351.2,868,84,71,1.6322222,1.65,1996,0
22545,MINI JIGSAW BUNNIES,Home Decor,1349.85,3382,132,106,0.41240877,0.83,1997,0
23414,ZINC BOX SIGN HOME,Signs,1348.01,139,62,58,9.902903,9.95,1998,0
22681,FRENCH BLUE METAL DOOR SIGN 6,Signs,1345.57,1075,132,79,1.2672263,2.46,1999,0
23334,IVORY WICKER HEART SMALL,Home Decor,1345.5,2154,95,83,0.6284159,0.63,2000,0
21279,VINTAGE KITCHEN PRINT FRUITS,Kitchen,1343.85,3471,56,51,2.4678571,2.55,2001,0
21426,WOODLAND STORAGE BOX SMALL,Home Decor,1340.7,963,51,44,1.9175925,2.1,2002,0
21991,BOHEMIAN COLLAGE STATIONERY SET,Home Decor,1339.88,876,137,109,1.8146099,2.95,2003,0
22051,BLUE SCANDINAVIAN PAISLEY WRAP,Cards/Gift,1338.5,3225,116,95,0.41932204,0.42,2004,0
22324,BLUE POLKADOT KIDS BAG,Bags,1338.2101,555,67,53,2.2827537,4.95,2005,0
21807,WHITE CHRISTMAS STAR DECORATION,Christmas,1337.04,3204,132,114,0.41959998,0.42,2006,0
85141,JARDIN ETCHED GLASS FRUITBOWL,Kitchen,1336.95,189,69,57,8.0075,10.75,2007,0
21910,WAY OUT METAL SIGN ,Signs,1333.35,1035,101,84,1.637255,1.65,2008,0
22317,FIVE CATS HANGING DECORATION,Signs,1332.87,453,96,83,2.9948,5.79,2009,0
23034,DRAWER KNOB CERAMIC BLACK,Kitchen,1332.3501,947,78,57,1.442683,1.45,2010,0
84854,GIRLY PINK TOOL SET,Home Decor,1331.7,286,57,42,4.891667,4.95,2011,0
22287,"DECORATION , WOBBLY CHICKEN, METAL ",Signs,1329.21,1291,89,81,1.3326595,1.65,2012,0
21159,MOODY BOY  DOOR HANGER ,Home Decor,1324.23,2073,214,146,1.0295392,1.45,2013,0
23470,CARD HOLDER LOVE BIRD LARGE ,Cards/Gift,1323.4,220,75,70,6.2156,6.25,2014,0
85160A,WHITE BIRD GARDEN DESIGN MUG,Kitchen,1323.2,8800,22,20,1.1481818,1.25,2015,0
22984,CARD GINGHAM ROSE ,Cards/Gift,1320.7,3266,184,115,0.421164,0.83,2016,0
37441,ASSORTED WHITE EMBOSSED CHINA MUGS,Kitchen,1320.0,680,39,31,2.0625,2.1,2017,0
23040,PAPER LANTERN 9 POINT SNOW STAR ,Lighting,1318.5,246,36,33,5.728947,5.75,2018,0
23271,CHRISTMAS TABLE SILVER CANDLE SPIKE,Christmas,1316.82,1622,75,69,0.8366667,1.63,2019,0
21051,RIBBONS PURSE ,Bags,1316.63,667,93,79,2.0956123,4.13,2020,0
21059,PARTY INVITES DINOSAURS,Home Decor,1315.3501,1575,198,158,0.84741294,0.85,2021,0
22683,FRENCH BLUE METAL DOOR SIGN 8,Signs,1310.57,1047,137,88,1.2669784,2.46,2022,0
22982,PANTRY PASTRY BRUSH,Home Decor,1308.3,1045,146,120,1.3145579,2.46,2023,0
22337,ANGEL DECORATION PAINTED ZINC ,Home Decor,1307.65,2189,82,67,0.6581395,1.25,2024,0
21198,WHITE HEART CONFETTI IN TUBE,Home Decor,1306.11,1191,82,75,1.4865476,1.65,2025,0
84510B,SET OF 4 FAIRY CAKES COASTERS ,Kitchen,1305.7999,1110,96,71,1.2397298,1.25,2026,0
20993,JAZZ HEARTS MEMO PAD,Stationery,1305.49,10945,24,23,0.59875005,0.85,2027,0
35004G,SET OF 3 GOLD FLYING DUCKS,Home Decor,1303.61,351,64,46,5.2466664,6.35,2028,0
21157,RED SPOTTY WASHBAG,Bags,1299.1799,621,109,66,2.0964034,2.1,2029,0
21684,SMALL MEDINA STAMPED METAL BOWL ,Kitchen,1298.81,1704,88,65,0.86293477,2.46,2030,0
35809A,ENAMEL PINK TEA CONTAINER,Home Decor,1298.64,1038,110,76,1.5958928,2.1,2031,0
84616,SILVER ROCCOCO CHANDELIER,Home Decor,1297.75,69,22,19,23.55909,29.95,2032,0
47503K,ASSORTED FLORAL SECATEURS,Home Decor,1297.65,3143,33,29,1.8736112,1.95,2033,0
21822,GLITTER CHRISTMAS TREE WITH BELLS,Christmas,1297.0901,989,97,73,1.4175862,4.13,2034,0
21358,TOAST ITS - HAPPY BIRTHDAY,Cards/Gift,1296.55,1043,158,130,1.2462963,1.25,2035,0
23249,VINTAGE RED ENAMEL TRIM PLATE,Kitchen,1294.5,802,68,57,1.6442028,1.65,2036,0
22393,PAPERWEIGHT VINTAGE COLLAGE,Cards/Gift,1294.33,802,89,75,2.1327777,4.96,2037,0
23055,IVORY CHANDELIER T-LIGHT HOLDER,Lighting,1292.97,561,36,33,5.580513,6.25,2038,0
21828,EIGHT PIECE SNAKE  SET,Home Decor,1292.71,1067,146,107,1.2463225,1.25,2039,0
21011,GLITTER SNOW PEAR TREE DECORATION,Home Decor,1291.8301,1803,101,84,1.1825,1.45,2040,0
35241,ENAMEL BLUE RIM BISCUIT BIN,Home Decor,1291.1499,273,94,75,4.8770833,4.95,2041,0
21837,CROSS STITCH ALPHABET CUSHION COVER,Home Decor,1291.1499,217,70,61,5.95,5.95,2042,0
22685,FRENCH BLUE METAL DOOR SIGN 0,Signs,1285.65,1029,127,82,1.2495348,1.25,2043,0
21661,VINTAGE GLASS TEA CADDY,Kitchen,1284.9999,220,78,55,5.925,5.95,2044,0
35810A,ENAMEL PINK COFFEE CONTAINER,Kitchen,1283.19,1118,104,72,1.4075471,2.1,2045,0
22923,FRIDGE MAGNETS LES ENFANTS ASSORTED,Home Decor,1281.4501,1581,84,70,0.8442857,0.85,2046,0
21644,ASSORTED TUTTI FRUTTI HEART BOX,Home Decor,1281.25,1025,116,72,1.25,1.25,2047,0
85006,SET 4 NURSERY DES ROUND BOXES,Home Decor,1280.4501,3047,35,32,2.439143,2.95,2048,0
23538,WALL ART VINTAGE HEART,Cards/Gift,1278.87,327,27,25,4.7949996,4.95,2049,0
23119,PACK OF 6 LARGE FRUIT STRAWS ,Home Decor,1276.33,2156,116,97,0.6476923,1.25,2050,0
23000,TRAVEL CARD WALLET TRANSPORT,Bags,1275.6,3044,205,125,0.41971153,0.42,2051,0
20760,GARDEN PATH POCKET BOOK,Stationery,1274.45,5489,59,47,0.8314286,0.85,2052,0
22308,TEA COSY BLUE STRIPE,Home Decor,1273.3899,515,98,75,2.6391835,4.96,2053,0
23378,PACK OF 12 50'S CHRISTMAS TISSUES,Christmas,1272.9299,3419,144,127,0.38910255,0.39,2054,0
21199,PINK  HEART CONFETTI IN TUBE,Home Decor,1271.46,1170,93,86,1.5170212,1.65,2055,0
20738,GREEN MINI TAPE MEASURE ,Home Decor,1270.55,1585,65,46,0.84200007,0.85,2056,0
85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,Signs,1270.29,2399,139,123,1.029054,2.95,2057,0
17091A,LAVENDER INCENSE IN TIN,Kitchen,1268.53,2084,110,78,0.9377193,1.25,2058,0
72818,CHRISTMAS DECOUPAGE CANDLE,Christmas,1264.96,2410,106,82,0.7118033,1.63,2059,0
22977,DOLLY GIRL CHILDRENS EGG CUP,Kitchen,1263.71,1010,116,101,1.25968,2.46,2060,0
22543,MINI JIGSAW BAKE A CAKE ,Kitchen,1263.67,3249,87,72,0.40065217,0.42,2061,0
21867,PINK UNION JACK  LUGGAGE TAG,Cards/Gift,1260.46,1009,200,122,1.2578723,2.46,2062,0
22123,PING MICROWAVE APRON,Home Decor,1258.54,562,91,77,2.841579,5.95,2063,0
21842,PINK HEART CANDY BUTTON CALCULATOR,Home Decor,1257.1499,541,38,32,2.5026314,2.55,2064,0
22267,EASTER DECORATION EGG BUNNY ,Home Decor,1256.6799,1458,105,91,1.0443636,1.25,2065,0
85200,BUNNY EGG BOX,Home Decor,1256.45,1009,94,81,1.2458333,1.25,2066,0
23469,CARD HOLDER LOVE BIRD SMALL,Cards/Gift,1255.76,320,63,61,4.122699,4.15,2067,0
22339,CHRISTMAS TREE PAINTED ZINC ,Christmas,1251.79,3333,102,86,0.45752293,1.25,2068,0
35637A,IVORY STRING CURTAIN WITH POLE ,Home Decor,1250.9501,541,45,41,3.8166666,5.95,2069,0
22917,HERB MARKER ROSEMARY,Home Decor,1249.65,1941,198,138,0.64953274,0.65,2070,0
37342,POLKADOT COFFEE CUP & SAUCER PINK,Kitchen,1248.4901,1471,71,56,1.0350001,2.95,2071,0
23505,PLAYING CARDS I LOVE LONDON ,Cards/Gift,1247.25,1065,104,93,1.2424325,1.25,2072,0
84748,FOLK FELT HANGING MULTICOL GARLAND,Signs,1246.8,984,31,27,2.9814286,3.75,2073,0
20933,YELLOW POT PLANT CANDLE,Lighting,1245.15,493,42,38,3.4511626,3.75,2074,0
22756,LARGE YELLOW BABUSHKA NOTEBOOK ,Stationery,1244.96,1138,172,124,1.1747485,2.46,2075,0
20761,BLUE PAISLEY SKETCHBOOK,Stationery,1244.87,423,116,93,3.7065322,7.46,2076,0
22786,CUSHION COVER PINK UNION JACK,Home Decor,1243.0399,220,75,62,5.943086,15.79,2077,0
85125,SMALL ROUND CUT GLASS CANDLESTICK,Lighting,1242.75,271,43,32,4.8566666,4.95,2078,0
23373,VINTAGE CHRISTMAS PAPER GIFT BAG,Christmas,1241.66,1563,88,86,0.81772727,0.82,2079,0
23221,REINDEER HEART DECORATION SILVER,Christmas,1241.59,1461,110,85,0.9132456,1.63,2080,0
22182,CAKE STAND VICTORIAN FILIGREE SMALL,Kitchen,1238.95,361,65,58,4.517164,4.95,2081,0
85159B,"WHITE TEA,COFFEE,SUGAR JARS",Kitchen,1236.1001,638,68,53,2.6544118,6.35,2082,0
84466,TOP SECRET PEN SET,Stationery,1235.45,1213,49,34,1.2153846,1.25,2083,0
22181,SNOWSTORM PHOTO FRAME FRIDGE MAGNET,Frames,1235.28,1512,104,85,0.84645456,0.85,2084,0
21689,SILVER VANILLA  FLOWER CANDLE POT,Lighting,1233.81,339,55,49,3.731695,3.75,2085,0
21285,RETROSPOT CANDLE  MEDIUM,Lighting,1232.4199,974,73,56,1.7030137,4.13,2086,0
23071,MARIE ANTOINETTE TRINKET BOX GOLD,Home Decor,1230.1,317,17,16,10.711364,12.5,2087,0
20825,GOLD WINE GLASS,Kitchen,1229.04,360,6,5,3.63,3.75,2088,0
21926,RED/CREAM STRIPE CUSHION COVER ,Home Decor,1227.3,994,136,90,1.2472262,1.25,2089,0
22915,ASSORTED BOTTLE TOP  MAGNETS ,Home Decor,1223.16,3228,141,116,0.4007483,0.42,2090,0
21549,CERAMIC BIRDHOUSE RED ROOF SMALL,Kitchen,1222.85,539,44,36,2.8988888,2.95,2091,0
22916,HERB MARKER THYME,Home Decor,1222.35,1899,193,135,0.6495238,0.65,2092,0
21383,PACK OF 12 STICKY BUNNIES,Home Decor,1219.75,1895,190,169,0.64857143,0.65,2093,0
72232,FENG SHUI PILLAR CANDLE,Lighting,1216.38,6402,118,72,0.19,0.19,2094,0
22097,SWALLOW SQUARE TISSUE BOX,Home Decor,1214.22,2056,211,158,0.788,1.25,2095,0
85032A,ROMANTIC IMAGES GIFT WRAP SET,Cards/Gift,1213.7999,1390,118,103,0.97624993,2.1,2096,0
72817,SET OF 2 CHRISTMAS DECOUPAGE CANDLE,Christmas,1211.8401,1252,122,97,1.0103937,1.63,2097,0
85162A,SILVER RETRODISC LAMPSHADE,Lighting,1211.75,605,19,14,3.213158,9.95,2098,0
23366,SET 12 COLOURING PENCILS DOILY,Stationery,1211.5499,1923,141,115,0.6493103,0.65,2099,0
84823,DANISH ROSE FOLDING CHAIR,Home Decor,1210.0,120,29,29,12.363792,39.95,2100,0
23138,SINGLE WIRE HOOK IVORY HEART,Home Decor,1209.15,875,75,60,1.445,1.45,2101,0
79191C,RETRO PLASTIC ELEPHANT TRAY,Home Decor,1208.63,1571,131,107,0.8434815,0.85,2102,0
22999,TRAVEL CARD WALLET VINTAGE LEAF,Bags,1206.0599,2875,185,108,0.41968912,0.42,2103,0
22290,STANDING METAL RABBIT WITH EGG,Signs,1206.0,675,68,60,2.0868056,2.1,2104,0
21248,DOOR HANGER  MUM + DADS ROOM,Home Decor,1202.9501,1015,132,106,1.4051095,1.45,2105,0
20704,MR ROBOT SOFT TOY,Home Decor,1200.95,345,64,60,5.2999997,6.95,2106,0
23444,Next Day Carriage,Home Decor,1200.0,79,79,63,15.189874,30.0,2107,0
23061,VINTAGE EMBOSSED HEART,Cards/Gift,1199.96,964,88,76,1.2476923,1.25,2108,0
22252,BIRDCAGE DECORATION TEALIGHT HOLDER,Lighting,1199.3099,975,112,85,1.2841176,2.55,2109,0
20986,BLUE CALCULATOR RULER,Home Decor,1198.76,1014,130,94,1.2785314,2.46,2110,0
72800B, 4 PURPLE FLOCK DINNER CANDLES,Lighting,1198.63,977,77,52,2.2730587,2.55,2111,0
84816,DANISH ROSE BEDSIDE CABINET,Home Decor,1198.4501,31,18,18,39.394447,39.95,2112,0
22761,CHEST 7 DRAWER MA CAMPAGNE,Home Decor,1196.5,50,31,27,24.495455,24.95,2113,0
40003,WHITE BAMBOO RIBS LAMPSHADE,Lighting,1196.5,1130,48,34,1.2010204,1.25,2114,0
21738,COSY SLIPPER SHOES SMALL  RED ,Home Decor,1196.2001,412,103,89,2.9435484,2.95,2115,0
21438,TUB 24 HANGING EASTER EGGS SPOTTY,Signs,1195.95,365,33,33,3.7271428,3.75,2116,0
22269,EGG CUP NATURAL CHICKEN,Kitchen,1195.89,1401,149,107,1.0605263,2.46,2117,0
35649,VINTAGE BEAD COSMETIC BAG ,Bags,1195.8201,1776,21,20,3.144091,3.35,2118,0
84830,LARGE ENGLISH ARBORETUM,Home Decor,1195.15,113,7,7,15.357142,16.95,2119,0
20762,GREEN FERN SKETCHBOOK ,Stationery,1194.21,422,111,88,3.6744347,7.46,2120,0
21317,GLASS SPHERE CANDLE STAND MEDIUM,Lighting,1192.1499,331,64,56,5.3117642,5.45,2121,0
22389,PAPERWEIGHT SAVE THE PLANET,Stationery,1190.76,636,80,74,2.215122,2.55,2122,0
77101A,UNION FLAG WINDSOCK,Home Decor,1187.98,1058,69,55,1.2265754,1.25,2123,0
22924,FRIDGE MAGNETS LA VIE EN ROSE,Home Decor,1187.4,1452,81,69,0.845618,0.85,2124,0
85231G,ORANGE SCENTED SET/9 T-LIGHTS,Lighting,1184.4501,1421,208,139,0.8517727,1.63,2125,0
20731,POSY CANDY BAG,Bags,1180.25,4101,46,40,1.1114894,1.25,2126,0
21774,DECORATIVE CATS BATHROOM BOTTLE,Home Decor,1179.01,1277,108,79,1.2008849,1.25,2127,0
23598,PAPER BUNTING VINTAGE PARTY,Kitchen,1177.9501,421,42,40,2.9313955,2.95,2128,0
84856L,LARGE TAHITI BEACH BAG,Bags,1177.45,211,55,46,5.902727,5.95,2129,0
22918,HERB MARKER PARSLEY,Home Decor,1177.0,1860,194,135,0.6490654,0.65,2130,0
22048,BIRTHDAY BANQUET GIFT WRAP,Cards/Gift,1176.8,2840,102,93,0.4192233,0.42,2131,0
23392,SPACEBOY ROCKET LOLLY MAKERS,Home Decor,1175.6799,592,78,70,2.073012,2.08,2132,0
79030G,"TUMBLER, NEW ENGLAND",Home Decor,1174.38,1706,93,69,1.04625,1.65,2133,0
85098B,BLUE FLYING SINGING CANARY,Home Decor,1172.4,328,84,61,3.7311764,3.75,2134,0
85055,FRENCH ENAMEL UTENSIL HOLDER,Home Decor,1171.85,327,79,62,3.7224138,3.75,2135,0
22106,MIRROR MOSAIC HURRICANE LAMP ,Lighting,1171.85,427,36,29,5.8,6.75,2136,0
15034,PAPER POCKET TRAVELING FAN ,Stationery,1171.52,9928,172,123,0.1380337,0.14,2137,0
20840,FRENCH FLORAL CUSHION COVER ,Home Decor,1170.8301,813,60,50,1.3365574,3.29,2138,0
22481,BLACK TEA TOWEL CLASSIC DESIGN,Signs,1169.77,1143,166,132,1.1485795,1.25,2139,0
21530,DAIRY MAID TOASTRACK,Home Decor,1169.67,921,130,99,1.8044928,2.95,2140,0
84967B,BLUE KASHMIRI OCCASIONAL TABLE,Home Decor,1169.5,23,10,8,64.465,79.95,2141,0
47503E,ASS FLORAL PRINT SCISSORS,Home Decor,1169.4,6828,22,21,1.1999999,1.25,2142,0
22684,FRENCH BLUE METAL DOOR SIGN 9,Signs,1169.4,936,115,81,1.2494959,1.25,2143,0
21063,PARTY INVITES JAZZ HEARTS,Home Decor,1167.31,1399,198,143,0.8551741,1.63,2144,0
21904,HOUSE WRECKING METAL SIGN ,Signs,1166.7,742,130,103,2.0430145,2.1,2145,0
85130A,BEADED PEARL HEART WHITE LARGE,Home Decor,1165.7999,708,74,59,1.6475308,1.65,2146,0
84596G,SMALL CHOCOLATES PINK BOWL,Kitchen,1162.52,1972,222,118,0.71359307,1.25,2147,0
17021,NAMASTE SWAGAT INCENSE,Home Decor,1161.24,4430,75,45,0.29524755,0.3,2148,0
84536B,FAIRY CAKES NOTEBOOK A7 SIZE,Kitchen,1158.5,2882,224,131,0.42443964,0.83,2149,0
84658,WHITE STITCHED CUSHION COVER,Home Decor,1158.08,212,56,50,6.6296773,8.29,2150,0
21393,BLUE  SPOTTY PUDDING BOWL,Kitchen,1158.0299,5245,38,34,1.8840475,2.1,2151,0
21763,VINTAGE WOODEN BAR STOOL,Cards/Gift,1157.9,43,17,15,27.952942,29.95,2152,0
70007,HI TEC ALPINE HAND WARMER,Home Decor,1157.79,1115,104,87,1.5084873,1.65,2153,0
20802,SMALL GLASS SUNDAE DISH CLEAR,Kitchen,1157.7899,907,76,68,1.5476923,1.65,2154,0
20729,RED SPOTTY CANDY BAG,Bags,1154.9,4626,67,39,1.2279104,1.25,2155,0
23523,WALL ART TREASURE AHOY ,Signs,1151.43,357,38,35,3.6563158,3.75,2156,0
23067,HANGING ENGRAVED METAL HEART,Signs,1149.55,277,71,63,4.15,4.15,2157,0
22232,JIGSAW TOADSTOOLS 3 PIECE,Home Decor,1147.03,1019,114,96,1.248421,1.65,2158,0
22040,BOTANICAL ROSE GIFT WRAP,Cards/Gift,1144.3,2815,94,82,0.41659576,0.42,2159,0
20765,CHRYSANTHEMUM SKETCHBOOK ,Stationery,1142.29,415,120,96,3.7271538,7.46,2160,0
21656,RIDGED GLASS POSY VASE ,Kitchen,1141.55,827,83,66,1.4333334,1.45,2161,0
21803,CHRISTMAS TREE STAR DECORATION,Christmas,1141.14,2717,101,86,0.42,0.42,2162,0
20733,GOLD MINI TAPE MEASURE ,Home Decor,1139.0,1564,101,67,0.8127273,0.85,2163,0
23405,HOME SWEET HOME 2 DRAWER CABINET,Home Decor,1137.95,237,57,54,4.9099994,4.95,2164,0
23142,IVORY WIRE KITCHEN ORGANISER,Kitchen,1137.6499,116,36,34,10.330555,10.4,2165,0
85032D,YULETIDE IMAGES GIFT WRAP SET,Cards/Gift,1136.5599,1043,90,89,1.3264284,2.1,2166,0
21773,DECORATIVE ROSE BATHROOM BOTTLE,Home Decor,1136.46,1278,106,87,1.1542728,1.25,2167,0
23559,WOODLAND BUNNIES LOLLY MAKERS,Home Decor,1135.52,566,75,69,2.072564,2.08,2168,0
22265,EASTER DECORATION NATURAL CHICK,Home Decor,1134.85,1789,134,107,0.64863944,0.65,2169,0
85164B,BLACK BAROQUE CUCKOO CLOCK,Clocks,1134.75,113,41,27,11.713414,12.75,2170,0
22228,BUNNY WOODEN PAINTED WITH BIRD ,Home Decor,1131.1101,1479,175,148,0.7707778,0.85,2171,0
23539,WALL ART LOVES' SECRET ,Signs,1129.71,237,35,32,5.797428,5.95,2172,0
21817,GLITTER CHRISTMAS TREE,Christmas,1129.66,1756,121,102,0.6988572,0.85,2173,0
23507,MINI PLAYING CARDS BUFFALO BILL ,Cards/Gift,1129.02,2841,101,91,0.41837835,0.42,2174,0
85118,HEART T-LIGHT HOLDER,Lighting,1127.89,2105,62,55,0.9123881,1.25,2175,0
22615,PACK OF 12 CIRCUS PARADE TISSUES ,Home Decor,1126.72,3790,136,110,0.3104196,0.83,2176,0
85110,BLACK SILVER FLOWER T-LIGHT HOLDER,Lighting,1124.68,11512,19,17,0.4552632,0.85,2177,0
79163,BLACK CHAMPAGNE GLASS,Kitchen,1121.97,1823,56,44,0.9948276,1.65,2178,0
85131A,BEADED PEARL HEART WHITE ON STICK,Home Decor,1121.68,1424,77,64,1.0577778,1.25,2179,0
21009,ETCHED GLASS STAR TREE DECORATION,Kitchen,1121.25,897,79,72,1.25,1.25,2180,0
21649,ASSORTED TUTTI FRUTTI PHOTO FRAME,Frames,1120.75,413,23,19,2.9152176,2.95,2181,0
22808,SET OF 6 T-LIGHTS EASTER CHICKS,Lighting,1119.55,401,61,58,2.8626986,2.95,2182,0
21849,SILVER DIAMANTE PEN IN GIFT BOX,Cards/Gift,1119.34,480,59,46,4.373333,8.29,2183,0
21130,COLOURFUL STANDING GNOME,Home Decor,1119.15,707,39,29,3.3575,3.45,2184,0
23431,NATURAL HANGING QUILTED HEARTS ,Signs,1117.28,1432,67,63,0.8254167,0.83,2185,0
35962,12 ASS ZINC CHRISTMAS DECORATIONS,Christmas,1117.2,532,60,52,2.1,2.1,2186,0
22919,HERB MARKER MINT,Home Decor,1117.0499,1737,197,136,0.64952826,0.65,2187,0
23506,MINI PLAYING CARDS SPACEBOY ,Cards/Gift,1116.36,2718,127,114,0.41912407,0.42,2188,0
35598D,PINK/WHITE CHRISTMAS TREE 60CM,Christmas,1115.97,1667,52,43,0.8057407,2.46,2189,0
21739,COSY SLIPPER SHOES SMALL GREEN,Home Decor,1114.74,381,100,83,2.9142058,2.95,2190,0
84674,FLYING PIG WATERING CAN,Home Decor,1114.4501,451,92,67,2.8736842,2.95,2191,0
22532,MAGIC DRAWING SLATE LEAP FROG ,Home Decor,1105.2,2892,156,130,0.41656628,0.42,2192,0
21312,LARGE CHUNKY GLASS ROMAN BOWL,Kitchen,1104.5,294,20,19,4.8833337,6.75,2193,0
22921,HERB MARKER CHIVES ,Home Decor,1103.4,1716,173,121,0.64946234,0.65,2194,0
22253,6 CROCHET STRAWBERRIES,Home Decor,1102.64,942,69,62,1.2425975,1.25,2195,0
22815,CARD PSYCHEDELIC APPLES,Cards/Gift,1100.76,2662,165,111,0.41860464,0.42,2196,0
22422,TOOTHPASTE TUBE PEN,Stationery,1100.45,2099,149,119,0.65318745,1.25,2197,0
23072,MARIE ANTOINETTE TRINKET BOX SILVER,Home Decor,1099.0,326,22,21,10.772727,12.5,2198,0
85039A,SET/4 RED MINI ROSE CANDLE IN BOWL,Lighting,1098.65,1119,90,61,1.4381522,1.65,2199,0
21779,MA CAMPAGNE MINI WOODEN CHEST,Home Decor,1097.8,301,22,21,4.6122727,8.5,2200,0
22249,DECORATION WHITE CHICK MAGIC GARDEN,Home Decor,1096.01,1309,142,126,0.8442039,0.85,2201,0
37482B,CUBIC MUG BLUE POLKA DOT,Kitchen,1093.9501,1249,7,5,1.8214285,2.55,2202,0
23225,CHERUB HEART DECORATION SILVER ,Home Decor,1090.43,1297,69,46,0.95614284,1.63,2203,0
22709,WRAP WEDDING DAY,Cards/Gift,1089.5,2775,76,68,0.415,0.42,2204,0
84562A,PINK/WHITE RIBBED MELAMINE JUG,Home Decor,1089.15,145,63,48,7.877727,7.95,2205,0
21219,SET/4 BADGES BALLOON GIRL,Home Decor,1087.94,868,102,77,1.2938678,2.46,2206,0
35471D,SET OF 3 BIRD LIGHT PINK FEATHER ,Lighting,1086.71,1981,205,158,0.7297285,1.25,2207,0
22715,CARD WEDDING DAY,Cards/Gift,1086.12,2658,168,125,0.4178698,0.42,2208,0
22806,SET OF 6 T-LIGHTS WEDDING CAKE ,Lighting,1085.3,422,44,42,2.743617,2.95,2209,0
21806,WHITE CHRISTMAS HEART DECORATION,Christmas,1083.36,2600,104,95,0.4194495,0.42,2210,0
21802,CHRISTMAS TREE HEART DECORATION,Christmas,1083.1799,2579,99,89,0.42,0.42,2211,0
22233,JIGSAW RABBIT AND BIRDHOUSE,Home Decor,1082.89,885,127,112,1.2674435,1.65,2212,0
16225,RATTLE SNAKE EGGS,Home Decor,1082.39,1423,112,90,1.1849138,3.29,2213,0
22268,EASTER DECORATION SITTING BUNNY,Kitchen,1082.3501,2353,151,117,0.68089825,0.85,2214,0
17096,ASSORTED LAQUERED INCENSE HOLDERS,Home Decor,1082.0701,6159,35,25,0.19918919,0.21,2215,0
21396,RED SPOTTY EGG CUP ,Kitchen,1081.53,909,58,45,1.240339,1.25,2216,0
85017B,ENVELOPE 50 BLOSSOM IMAGES,Cards/Gift,1080.99,1859,118,98,0.62210083,1.25,2217,0
